basename,deepest_name,names
112_20200614231609_29260,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
153_20200604155010_110_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200723161615_6139,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
126_20200719010227_15304,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
196_20200809024853_32244,Insecta,"['Insecta', 'Animalia']"
192_20200725054003_5408_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
290_20210824012048_11806,Parasitica indet.,"['Hymenoptera', 'Insecta', 'Animalia', 'Parasitica indet.']"
126_20200730020405_26795,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
271_20210924221927_15644,Tipulidae,"['Insecta', 'Animalia', 'Diptera', 'Tipulidae']"
291_20210725000621_3273,Diptera,"['Insecta', 'Animalia', 'Diptera']"
271_20210917222106_39723,Diptera,"['Insecta', 'Animalia', 'Diptera']"
268_20210821024117_21955,Tortricidae,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera']"
149_20200708033257_39401,Limoniidae,"['Insecta', 'Animalia', 'Diptera', 'Limoniidae']"
153_20200618060039_1393,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
185_20200810035307_33520,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
294_20210811054431_21553,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
192_20200808025151_35197,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200730010029_8432,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
126_20200728031941_6772,Plutellidae,"['Plutellidae', 'Insecta', 'Animalia', 'Lepidoptera']"
178_20200618011145_15194,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
150_20200709012345_24983,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
170_20200531035750_38604,Lepidoptera,"['Insecta', 'Animalia', 'Lepidoptera']"
153_20200620144324_292_t,Insecta,"['Insecta', 'Animalia']"
192_20200721131816_460,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
216_20210801031709_25573,Plutellidae,"['Plutellidae', 'Insecta', 'Animalia', 'Lepidoptera']"
192_20200714210351_1169,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
264_20210813044047_2128,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
149_20200630225347_41215,Diptera,"['Insecta', 'Animalia', 'Diptera']"
174_20200716000732_31894,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
126_20200729024425_3733,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200712120837_2786,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
290_20210805042911_14146,Parasitica indet.,"['Hymenoptera', 'Insecta', 'Animalia', 'Parasitica indet.']"
174_20200723132225_153,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
216_20210907013814_692_t,Aphididae,"['Insecta', 'Animalia', 'Hemiptera', 'Aphididae']"
103_20200727021940_24830,Leptoceridae,"['Insecta', 'Animalia', 'Trichoptera', 'Leptoceridae']"
149_20200727013029_4632,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200721201113_40911,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
250_20210801002034_39734,Limoniidae,"['Insecta', 'Animalia', 'Diptera', 'Limoniidae']"
192_20200722171634_36277,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
105_20200807235113_12533,Cecidomyiidae,"['Insecta', 'Animalia', 'Diptera', 'Cecidomyiidae']"
220_20210901205419_26653,Araneae,"['Animalia', 'Araneae', 'Arachnida']"
192_20200724194326_17886,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
174_20200725213207_26750,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
126_20200717013127_2025,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
268_20210815210035_29781,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200715165926_1012_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200721171515_16227,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200722171634_36534,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
253_20210802064326_8480,Insecta,"['Insecta', 'Animalia']"
192_20200722171634_36227,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
111_20200614034507_33707,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200721171515_16117,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
126_20200716013829_6897,Notodontidae,"['Insecta', 'Animalia', 'Notodontidae', 'Lepidoptera']"
174_20200719132241_16808,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
141_20200716233636_19440,Leptoceridae,"['Insecta', 'Animalia', 'Trichoptera', 'Leptoceridae']"
273_20210921204225_24160,Aphididae,"['Insecta', 'Animalia', 'Hemiptera', 'Aphididae']"
148_20200622053907_3796,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
244_20210924005850_42334,Hemiptera,"['Insecta', 'Animalia', 'Hemiptera']"
192_20200722090027_28262,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200722171634_36329,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
196_20200807015426_24305,Insecta,"['Insecta', 'Animalia']"
157_20200710010852_28886,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
118_20200731012353_4516,Insecta,"['Insecta', 'Animalia']"
243_20210824032351_26592,Gastropoda,"['Animalia', 'Gastropoda']"
150_20200602234244_14060,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
280_20210821224922_6972,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
290_20210904005534_30328,Diptera,"['Insecta', 'Animalia', 'Diptera']"
111_20200619021546_12721,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200715165926_1067_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
153_20200618172506_13376,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
157_20200625015113_13166,Lepidoptera,"['Insecta', 'Animalia', 'Lepidoptera']"
294_20210804233533_3480_t,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
168_20200906005510_3925,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
294_20210811045723_37531,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
174_20200725100322_39862,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
250_20210801014750_15844,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
196_20200810232553_1745,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
272_20210823043403_1520,Tortricidae,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera']"
169_20200709233637_11491,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200722090027_28374,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
294_20210804032217_37259,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
192_20200722090027_28462,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
148_20200622053907_3786,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
133_20200710025322_3864,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
192_20200725054003_5531_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
178_20200618011145_15074,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
120_20200725000731_4009,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
271_20210921091551_29008,Diptera,"['Insecta', 'Animalia', 'Diptera']"
243_20210824032351_26594,Auchenorrhyncha indet.,"['Insecta', 'Animalia', 'Hemiptera', 'Auchenorrhyncha indet.']"
192_20200722171634_36269,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200715232548_25189,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
294_20210814033245_34285,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
196_20200808233933_794,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
126_20200809010911_35510,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200722013152_11336,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
126_20200729230112_4296_t,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
149_20200623032801_24095,Diptera,"['Insecta', 'Animalia', 'Diptera']"
153_20200618172506_13367,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
281_20210815001431_14105,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
290_20210725060358_37067,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
150_20200602234244_14073,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
112_20200615233353_13575,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
294_20210820235730_19170,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
118_20200702032738_18664,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
122_20200626020244_15867,Miridae,"['Miridae', 'Insecta', 'Animalia', 'Hemiptera']"
192_20200724112811_1603_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200722090027_28371,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
178_20200701013210_12744,Diptera,"['Insecta', 'Animalia', 'Diptera']"
113_20200724025802_561,Idaea,"['Idaea', 'Insecta', 'Animalia', 'Geometridae', 'Lepidoptera']"
126_20200808001011_20549,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
296_20210821213759_1695,Diptera,"['Insecta', 'Animalia', 'Diptera']"
153_20200620174442_4907_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
105_20200805030545_41308,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
282_20210811224030_17074,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
150_20200628023026_12658,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
294_20210815045914_7355,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
178_20200618003626_8877,Leptoceridae,"['Insecta', 'Animalia', 'Trichoptera', 'Leptoceridae']"
192_20200722171634_36504,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
246_20210821004057_7719,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
169_20200627033450_13480,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200717221637_22015,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200712115551_25748,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
153_20200620190138_33123,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
290_20210822235443_2459_t,Tortricidae,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera']"
192_20200722171634_36327,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
153_20200625023025_22689,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
266_20210812232437_37147,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
150_20200705012603_2202,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
153_20200623020631_25233,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
148_20200622000507_4990,Chrysoteuchia culmella,"['Insecta', 'Animalia', 'Crambidae', 'Chrysoteuchia', 'Lepidoptera', 'Chrysoteuchia culmella']"
178_20200618011145_14916,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
149_20200728233714_15354,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
148_20200620234902_14137,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
198_20200718010023_3413,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
293_20210910054352_27026,Diptera,"['Insecta', 'Animalia', 'Diptera']"
264_20210813053729_2315_t,Stratiomyidae,"['Insecta', 'Animalia', 'Diptera', 'Stratiomyidae']"
243_20210727033119_9576,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
174_20200719224924_24729,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
178_20200618003626_8932,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
250_20210801002034_39754,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
148_20200626004202_35747,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
108_20200731021328_4428,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
290_20210825065809_10698,Parasitica indet.,"['Hymenoptera', 'Insecta', 'Animalia', 'Parasitica indet.']"
126_20200809023105_9355,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
124_20200805002701_20695,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
126_20200821000342_29933,Diptera,"['Insecta', 'Animalia', 'Diptera']"
148_20200617002745_16947,Coleoptera,"['Coleoptera', 'Insecta', 'Animalia']"
110_20200718001111_37385,Eilema,"['Insecta', 'Eilema', 'Animalia', 'Arctiidae', 'Lepidoptera']"
126_20200807003757_39001,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
124_20200805094211_42257,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
273_20210806032937_23653,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
294_20210804051809_23798,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
151_20200730234415_18795,Leptoceridae,"['Insecta', 'Animalia', 'Trichoptera', 'Leptoceridae']"
290_20210809222506_2189_t,Diptera,"['Insecta', 'Animalia', 'Diptera']"
120_20200626010824_41941,Insecta,"['Insecta', 'Animalia']"
250_20210801022304_13954,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
126_20200804225154_4591,Lepidoptera,"['Insecta', 'Animalia', 'Lepidoptera']"
103_20200722020856_28030,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
126_20200713231550_12500,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
211_20210913215433_40330,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200805113439_7316,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200722171634_36442,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
153_20200624024119_2153,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200725054003_5498_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
153_20200620190138_33130,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200725054003_5356_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
255_20210918050941_22255,Tipulidae,"['Insecta', 'Animalia', 'Diptera', 'Tipulidae']"
157_20200716013319_33348,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
271_20210918015217_31844,Diptera,"['Insecta', 'Animalia', 'Diptera']"
120_20200725000731_4024,Insecta,"['Insecta', 'Animalia']"
259_20210727034410_30727,Diptera,"['Insecta', 'Animalia', 'Diptera']"
163_20200627033515_34018,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
102_20200628004052_18645,Diptera,"['Insecta', 'Animalia', 'Diptera']"
192_20200808002233_22095,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
170_20200728235310_37631,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
148_20200618020832_7488,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
148_20200617002745_16939,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
103_20200723034210_37249,Leptoceridae,"['Insecta', 'Animalia', 'Trichoptera', 'Leptoceridae']"
192_20200805113439_7254,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
146_20200616021921_26544,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
124_20200806235141_11416,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
249_20210806000713_8095,Agapeta hamana,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera', 'Agapeta', 'Agapeta hamana']"
174_20200721220234_4258_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
174_20200720062924_41782,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200722013152_11276,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
268_20210815062518_6780,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
178_20200618003626_8987,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
120_20200625235755_21529,Diptera,"['Insecta', 'Animalia', 'Diptera']"
213_20210822083749_18453,Ichneumonidae,"['Hymenoptera', 'Insecta', 'Ichneumonidae', 'Animalia']"
192_20200806034728_35846,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
174_20200716033727_6701,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
120_20200724235306_8666,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
111_20200619021546_12700,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
191_20200624032703_33066,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
174_20200714203210_191_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
244_20211020081600_842_t,Coleoptera,"['Coleoptera', 'Insecta', 'Animalia']"
192_20200724112811_1438_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
191_20200801002418_18463,Cecidomyiidae,"['Insecta', 'Animalia', 'Diptera', 'Cecidomyiidae']"
243_20210802023236_38067,Lepidoptera,"['Insecta', 'Animalia', 'Lepidoptera']"
245_20210801002502_4748_t,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
149_20200729000834_22571,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
149_20200628001909_3215,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
153_20200604155010_104_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
294_20210813023913_3435_t,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
271_20210916222845_39777,Aphididae,"['Insecta', 'Animalia', 'Hemiptera', 'Aphididae']"
172_20200810234720_23998,Diptera,"['Insecta', 'Animalia', 'Diptera']"
172_20200810234720_23978,Lepidoptera,"['Insecta', 'Animalia', 'Lepidoptera']"
150_20200627001645_14206,Auchenorrhyncha indet.,"['Insecta', 'Animalia', 'Hemiptera', 'Auchenorrhyncha indet.']"
111_20200617000955_39152,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200725154548_13813,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
294_20210815020351_35349,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
294_20210815031538_756_t,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
196_20200812012227_31642,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
246_20210828045605_40445,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
121_20200530013430_7219,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
133_20200704231204_32580,Diptera,"['Insecta', 'Animalia', 'Diptera']"
291_20210729015724_29531,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
192_20200724112811_1650_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200721131816_304,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
141_20200725014112_5470,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
120_20200731005001_639_t,Lepidoptera,"['Insecta', 'Animalia', 'Lepidoptera']"
126_20200701032017_4851,Diptera,"['Insecta', 'Animalia', 'Diptera']"
174_20200722013152_11332,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
273_20210921204225_24159,Aphididae,"['Insecta', 'Animalia', 'Hemiptera', 'Aphididae']"
157_20200626014649_38195,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
290_20210910224807_4333,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
213_20210724020000_19919,Lepidoptera,"['Insecta', 'Animalia', 'Lepidoptera']"
198_20200718023046_2175_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
141_20200714004825_21463,Miridae,"['Miridae', 'Insecta', 'Animalia', 'Hemiptera']"
112_20200617003854_2759_t,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
126_20200809221918_12077,Collembola,"['Animalia', 'Collembola', 'Entognatha']"
196_20200807032528_27218,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
271_20210921135305_33585,Araneae,"['Animalia', 'Araneae', 'Arachnida']"
169_20200627231810_37501,Insecta,"['Insecta', 'Animalia']"
290_20210824044912_37055,Psychodidae,"['Psychodidae', 'Insecta', 'Animalia', 'Diptera']"
